image_url,name,brand,description,target_description,image_url_original,description_word_count,target_word_count,description_quality_note,image_valid,image_error,image_width,image_height
"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764042256/08435364302-a1_uudboh.jpg",VÒNG CỔ XÍCH DÂY THỪNG MẶT DÂY,Zara,Vòng cổ xích với các mắt xích hình dây thừng và mặt dây chuyền cùng tông màu. Cài bằng móc cài.,Vòng cổ xích với các mắt xích hình dây thừng và mặt dây chuyền cùng tông màu. Cài bằng móc cài.,"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764042256/08435364302-a1_uudboh.jpg",21,21,,True,,1024,1536
"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764043409/louis-vuitton-lv-starry-night-bow-tie--M79091_PM2_Front_view_nagvbs.avif",Nơ Bướm LV Starry Night,Louis Vuitton,"Nơ bướm LV Starry Night của bộ sưu tập mùa này toát lên vẻ đẹp lấp lánh nhờ kết hợp giữa chất liệu lụa cao cấp cùng sợi Lurex màu bạc. Với phần nơ được thắt sẵn có thể điều chỉnh độ rộng và cố định bằng móc cài đơn giản, phụ kiện là lựa chọn lý tưởng để phối với trang phục dự tiệc sang trọng.","Nơ bướm LV Starry Night của bộ sưu tập mùa này toát lên vẻ đẹp lấp lánh nhờ kết hợp giữa chất liệu lụa cao cấp cùng sợi Lurex màu bạc. Với phần nơ được thắt sẵn có thể điều chỉnh độ rộng và cố định bằng móc cài đơn giản, phụ kiện là lựa chọn lý tưởng để phối với trang phục dự tiệc sang trọng.","https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764043409/louis-vuitton-lv-starry-night-bow-tie--M79091_PM2_Front_view_nagvbs.avif",67,67,,True,,1090,1090
"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764045093/db004e8b396ecc25bce5d85f71717846657c24e2_itvbv0.avif",Thắt lưng da,H&M,"Thắt lưng da với mặt khoá kim loại. Rộng 3,3 cm.","Thắt lưng da với mặt khoá kim loại. Rộng 3,3 cm.","https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764045093/db004e8b396ecc25bce5d85f71717846657c24e2_itvbv0.avif",11,11,too_short;,True,,2160,3240
"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756521445/nike1_0_agdwvh.avif",Áo thun thể thao tay ngắn bó sát Dri-FIT dành cho nam,Nike,"Bộ sưu tập Nike Pro mang đến cho bạn sự tự tin để vượt qua các mục tiêu cá nhân. Chiếc áo ôm sát này mang đến cảm giác mềm mại và co giãn, phù hợp với các môn thể thao và bài tập yêu thích của bạn. Hơn nữa, nó còn có viền bo tròn để che phủ tốt hơn hoặc tạo cảm giác chắc chắn khi bạn nhét áo vào quần.","Bộ sưu tập Nike Pro mang đến cho bạn sự tự tin để vượt qua các mục tiêu cá nhân. Chiếc áo ôm sát này mang đến cảm giác mềm mại và co giãn, phù hợp với các môn thể thao và bài tập yêu thích của bạn. Hơn nữa, nó còn có viền bo tròn để che phủ tốt hơn hoặc tạo cảm giác chắc chắn khi bạn nhét áo vào quần.","https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756521445/nike1_0_agdwvh.avif",73,73,,True,,1728,2160
"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756522280/nike3_0_bnqo82.avif",Áo polo Dri-FIT nam,Nike,"Chất vải ImpossiblySoft mềm mại và mịn màng đến bất ngờ, mang đến cảm giác thoải mái cho mọi hoạt động. Chiếc áo polo dệt kim đôi cao cấp này được thiết kế với đường may tinh tế và công nghệ Dri-FIT thấm hút mồ hôi, mang đến sự thoải mái tối ưu khi di chuyển.","Chất vải ImpossiblySoft mềm mại và mịn màng đến bất ngờ, mang đến cảm giác thoải mái cho mọi hoạt động. Chiếc áo polo dệt kim đôi cao cấp này được thiết kế với đường may tinh tế và công nghệ Dri-FIT thấm hút mồ hôi, mang đến sự thoải mái tối ưu khi di chuyển.","https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756522280/nike3_0_bnqo82.avif",56,56,,True,,1728,2160
"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756522281/nike4_0_l7wzhr.avif",Áo Polo tay ngắn nam,Nike,"Từ sân golf đến câu lạc bộ, chiếc áo polo cổ điển này từ bộ sưu tập Nike Club mang đến một món đồ chủ lực đặc trưng cho tủ đồ của bạn. Chất vải cotton piqué bền bỉ và thoáng khí, đồng thời tạo điểm nhấn tinh tế cho mọi trang phục. Hơn nữa, áo được thiết kế để tạo cảm giác thoải mái cho phần ngực và cơ thể, mang đến phong cách thể thao năng động mà bạn có thể phối nhiều lớp. Kết hợp với quần chinos và giày thể thao Nike yêu thích của bạn để có một vẻ ngoài chỉn chu, lịch lãm mà bạn có thể diện ở bất cứ đâu.","Từ sân golf đến câu lạc bộ, chiếc áo polo cổ điển này từ bộ sưu tập Nike Club mang đến một món đồ chủ lực đặc trưng cho tủ đồ của bạn. Chất vải cotton piqué bền bỉ và thoáng khí, đồng thời tạo điểm nhấn tinh tế cho mọi trang phục. Hơn nữa, áo được thiết kế để tạo cảm giác thoải mái cho phần ngực và cơ thể, mang đến phong cách thể thao năng động mà bạn có thể phối nhiều lớp. Kết hợp với quần chinos và giày thể thao Nike yêu thích của bạn để có một vẻ ngoài chỉn chu, lịch lãm mà bạn có thể diện ở bất cứ đâu.","https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756522281/nike4_0_l7wzhr.avif",118,118,,True,,1728,2160
"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756522288/nike6_0_zbzppf.avif",JNike Air Men's Woven Track Trousers,Nike,"Quần thể thao cao cấp này được may từ chất liệu vải chống thấm nước, mềm mại và lớp lót lưới thoáng khí. Kiểu dáng ống quần thẳng, rộng rãi giúp bạn thoải mái vận động suốt cả ngày.","Quần thể thao cao cấp này được may từ chất liệu vải chống thấm nước, mềm mại và lớp lót lưới thoáng khí. Kiểu dáng ống quần thẳng, rộng rãi giúp bạn thoải mái vận động suốt cả ngày.","https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756522288/nike6_0_zbzppf.avif",39,39,,True,,1728,2160
"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756526412/adias4_0_mqzfq8.avif",ÁO THUN BUBBLE CHERRY T,Adidas,"Chiếc áo Bubble Cherry T là lựa chọn lý tưởng cho phong cách thoải mái nhưng vẫn thời thượng. Chiếc áo thun in họa tiết graphic này được thiết kế với phom rộng, mang lại cảm giác thoải mái và phong cách đầy tự nhiên. Chất liệu vải thun single jersey mềm mại khi tiếp xúc với da, lý tưởng cho việc mặc suốt cả ngày.","Chiếc áo Bubble Cherry T là lựa chọn lý tưởng cho phong cách thoải mái nhưng vẫn thời thượng. Chiếc áo thun in họa tiết graphic này được thiết kế với phom rộng, mang lại cảm giác thoải mái và phong cách đầy tự nhiên. Chất liệu vải thun single jersey mềm mại khi tiếp xúc với da, lý tưởng cho việc mặc suốt cả ngày.","https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756526412/adias4_0_mqzfq8.avif",66,66,,True,,2000,2000
"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756542180/zara1_0_hm2d3d.jpg",ÁO SƠ MI DENIM DÁNG BOXY FIT,Zara,"Áo sơ mi dáng boxy fit, chất liệu denim cotton. Cổ ve lật và tay dài bo gấu cài khuy. Túi ngực chi tiết viền. Hiệu ứng bạc màu. Cài khuy phía trước.","Áo sơ mi dáng boxy fit, chất liệu denim cotton. Cổ ve lật và tay dài bo gấu cài khuy. Túi ngực chi tiết viền. Hiệu ứng bạc màu. Cài khuy phía trước.","https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756542180/zara1_0_hm2d3d.jpg",33,33,,True,,1024,1536
"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756542181/zara2_0_dulvij.jpg",ÁO SƠ MI VẢI RŨ KIỂU DÁNG,Zara,"Áo sơ mi dáng suông, may từ vải rũ pha viscose. Cổ ve lật, tay ngắn. Gấu xẻ hai bên. Cài khuy phía trước.","Áo sơ mi dáng suông, may từ vải rũ pha viscose. Cổ ve lật, tay ngắn. Gấu xẻ hai bên. Cài khuy phía trước.","https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756542181/zara2_0_dulvij.jpg",24,24,,True,,1024,1536
"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756542195/zara8_0_zqhg4g.jpg",QUẦN DÁNG SLIM FIT THIẾT KẾ THOẢI MÁI,Zara,Quần bằng vải siêu co giãn. Cạp co giãn. Có hai túi phía trước và hai túi may viền phía sau. Cài phía trước bằng khóa kéo và khuy.,Quần bằng vải siêu co giãn. Cạp co giãn. Có hai túi phía trước và hai túi may viền phía sau. Cài phía trước bằng khóa kéo và khuy.,"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756542195/zara8_0_zqhg4g.jpg",29,29,,True,,1024,1536
"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756543814/lv4_0_i0sdyl.avif",Áo Polo,Louis Vuitton,"Lấy cảm hứng từ phong cách đường phố đầu những năm 2000, mẫu áo Polo là một mảnh ghép thuộc bộ sưu tập Thu-Đông 2025 do Giám đốc sáng tạo Pharrell Williams hợp tác sản xuất với nhà thiết kế Nigo. Ngoài chất liệu mỏng nhẹ và thoáng mát, áo còn được tô điểm mô típ biểu tượng của nhà mốt Pháp trên nền vải dệt kim màu nâu sẫm, phù hợp để mặc thường nhật.","Lấy cảm hứng từ phong cách đường phố đầu những năm 2000, mẫu áo Polo là một mảnh ghép thuộc bộ sưu tập Thu-Đông 2025 do Giám đốc sáng tạo Pharrell Williams hợp tác sản xuất với nhà thiết kế Nigo. Ngoài chất liệu mỏng nhẹ và thoáng mát, áo còn được tô điểm mô típ biểu tượng của nhà mốt Pháp trên nền vải dệt kim màu nâu sẫm, phù hợp để mặc thường nhật.","https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756543814/lv4_0_i0sdyl.avif",76,76,,True,,1090,1090
"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756543818/lv5_0_iysoox.webp",Quần Jean,Louis Vuitton,"Quần Jean cao cấp, chất liệu denim cotton. Có hai túi phía trước và hai túi may viền phía sau. Cài phía trước bằng khóa kéo và khuy.","Quần Jean cao cấp, chất liệu denim cotton. Có hai túi phía trước và hai túi may viền phía sau. Cài phía trước bằng khóa kéo và khuy.","https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756543818/lv5_0_iysoox.webp",28,28,,True,,1090,1090
"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756543824/lv7_0_pcpds7.avif",Quần Dài Họa Tiết Damoflage - Made To Order,Louis Vuitton,"Thuộc bộ sưu tập Thu-Đông 2025, mẫu quần dài ghi dấu ấn với họa tiết Damoflage Sakura màu hồng được dệt kiểu Jacquard, gợi nhớ đến biểu tượng hoa anh đào chủ đạo của BST. Thiết kế sở hữu phom dáng rộng rãi theo phong cách Workwear, kết hợp với chi tiếp đắp trước gối, túi quần và miếng da Jacqueron dập nổi mô típ Mini Damier. Quần có thể kết hợp với áo khoác đồng điệu để tạo nên bộ âu phục đẹp mắt. Đây là sản phẩm được sản xuất theo đơn đặt hàng.","Thuộc bộ sưu tập Thu-Đông 2025, mẫu quần dài ghi dấu ấn với họa tiết Damoflage Sakura màu hồng được dệt kiểu Jacquard, gợi nhớ đến biểu tượng hoa anh đào chủ đạo của BST. Thiết kế sở hữu phom dáng rộng rãi theo phong cách Workwear, kết hợp với chi tiếp đắp trước gối, túi quần và miếng da Jacqueron dập nổi mô típ Mini Damier. Quần có thể kết hợp với áo khoác đồng điệu để tạo nên bộ âu phục đẹp mắt. Đây là sản phẩm được sản xuất theo đơn đặt hàng.","https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756543824/lv7_0_pcpds7.avif",96,96,,True,,1090,1090
"https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756545524/hm3_0_obyhht.avif",Áo sơ mi linen pha Regular Fit,H&M,"Áo sơ mi bằng cotton và linen mỏng nhẹ dệt thoi có cổ bẻ, nẹp khuy kiểu truyền thống, cầu vai phía sau và một túi ngực mở. Tay dài với măng sét cài khuy điều chỉnh và nẹp tay áo có khuy nối. Vạt tròn. Dáng vừa để mặc thoải mái và tạo dáng cổ điển. Cotton pha linen kết hợp sự mềm mại của cotton với độ bền của linen, tạo ra một loại vải đẹp, có vân nổi, thoáng khí và rủ mềm hoàn hảo.","Áo sơ mi bằng cotton và linen mỏng nhẹ dệt thoi có cổ bẻ, nẹp khuy kiểu truyền thống, cầu vai phía sau và một túi ngực mở. Tay dài với măng sét cài khuy điều chỉnh và nẹp tay áo có khuy nối. Vạt tròn. Dáng vừa để mặc thoải mái và tạo dáng cổ điển. Cotton pha linen kết hợp sự mềm mại của cotton với độ bền của linen, tạo ra một loại vải đẹp, có vân nổi, thoáng khí và rủ mềm hoàn hảo.","https://res.cloudinary.com/dx8ffnhq3/image/upload/f_jpg,q_auto/v1756545524/hm3_0_obyhht.avif",88,88,,True,,1260,1889
"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1763973441/39b5c1e7df9d8dbcbd491dd681a3545e88c762d4_svjurh.avif",Giày thuyền,H&M,Giày thuyền buộc dây bên trên và đường may da đanh phía trước. Lót bằng cotton canvas.,Giày thuyền buộc dây bên trên và đường may da đanh phía trước. Lót bằng cotton canvas.,"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1763973441/39b5c1e7df9d8dbcbd491dd681a3545e88c762d4_svjurh.avif",17,17,too_short;,True,,2160,3240
"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1763998592/AIR_ZOOM_PEGASUS_41_qk6spu.avif",Nike Pegasus 41,Nike,"Đệm phản hồi linh hoạt của Pegasus mang đến trải nghiệm chạy bộ đường trường năng động hàng ngày. Trải nghiệm khả năng hoàn trả năng lượng nhẹ hơn với bộ đôi Air Zoom và đế giữa bằng bọt ReactX. Thêm vào đó, lớp lưới kỹ thuật cải tiến ở phần thân giày giúp giảm trọng lượng và tăng khả năng thoáng khí.","Đệm phản hồi linh hoạt của Pegasus mang đến trải nghiệm chạy bộ đường trường năng động hàng ngày. Trải nghiệm khả năng hoàn trả năng lượng nhẹ hơn với bộ đôi Air Zoom và đế giữa bằng bọt ReactX. Thêm vào đó, lớp lưới kỹ thuật cải tiến ở phần thân giày giúp giảm trọng lượng và tăng khả năng thoáng khí.","https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1763998592/AIR_ZOOM_PEGASUS_41_qk6spu.avif",63,63,,True,,1070,1338
"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764001114/W_ZOOM_VAPOR_12_HC_PRM_kzokcl.avif",Nike Vapor 12,Nike,"Xuất hiện trên sàn đấu quần vợt những năm 90 dưới đôi chân của tay vợt nổi tiếng nhất thời bấy giờ, thiết kế Hot Lava đã thu hút mọi ánh nhìn trên sân đấu với phong cách táo bạo và độc đáo. Với phiên bản Vapor đặc biệt này, nó đã trở lại với cùng một phong cách đã làm nên biểu tượng, chỉ khác là hiệu suất thi đấu hiện đại như đệm Air Zoom, giúp bạn luôn sẵn sàng tấn công.","Xuất hiện trên sàn đấu quần vợt những năm 90 dưới đôi chân của tay vợt nổi tiếng nhất thời bấy giờ, thiết kế Hot Lava đã thu hút mọi ánh nhìn trên sân đấu với phong cách táo bạo và độc đáo. Với phiên bản Vapor đặc biệt này, nó đã trở lại với cùng một phong cách đã làm nên biểu tượng, chỉ khác là hiệu suất thi đấu hiện đại như đệm Air Zoom, giúp bạn luôn sẵn sàng tấn công.","https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764001114/W_ZOOM_VAPOR_12_HC_PRM_kzokcl.avif",84,84,,True,,1070,1338
"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764039442/louis-vuitton-lv-resort-loafer--BVL01BSC92_PM1_Side_view_qtmbct.avif",Giày Lười LV Resort,Louis Vuitton,"Giày Lười LV Resort mang thiết kế tối giản, chất liệu da cao cấp và điểm nhấn logo LV sang trọng, mang lại sự thoải mái và đẳng cấp cho mọi bước chân.","Giày Lười LV Resort mang thiết kế tối giản, chất liệu da cao cấp và điểm nhấn logo LV sang trọng, mang lại sự thoải mái và đẳng cấp cho mọi bước chân.","https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764039442/louis-vuitton-lv-resort-loafer--BVL01BSC92_PM1_Side_view_qtmbct.avif",33,33,,True,,1090,1090
"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764041544/03166323420-e1_mrxm9z.jpg",MŨ LEN DÁNG NGẮN CƠ BẢN,Zara,Mũ len dáng ngắn dệt kim từ sợi pha cotton. Có viền lật.,Mũ len dáng ngắn dệt kim từ sợi pha cotton. Có viền lật.,"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764041544/03166323420-e1_mrxm9z.jpg",13,13,too_short;,True,,1440,2160
"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764041774/09065307401-a1_op6lng.jpg",MŨ NỒI VẢI FLANEL,Zara,Mũ nồi có vành được làm từ vải flanen. Co giãn điều chỉnh.,Mũ nồi có vành được làm từ vải flanen. Co giãn điều chỉnh.,"https://res.cloudinary.com/dizp1emal/image/upload/f_jpg,q_auto/v1764041774/09065307401-a1_op6lng.jpg",13,13,too_short;,True,,1440,2160
